project_id,url,title,category,beneficiary,project_value_raw,project_value,eu_funding_raw,eu_funding,wojewodztwo,powiat,program,dzialanie,fundusz,perspektywa
1745778,https://mapadotacji.gov.pl/projekty/1745778/,Termomodernizacja budynku szkoły Zespołu Szkół i Placówek Oświatowych w Bieżyniu,,Gmina Krzywiń,"1 998 096,39 zł",1998096.39,"1 007 860,00 zł",1007860.0,wielkopolskie,kościański,Krajowy Plan Odbudowy i Zwiększania Odporności,3.5. B1.1.3. Termomodernizacja instytucji edukacyjnych,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1757305,https://mapadotacji.gov.pl/projekty/1757305/,Budowa i rozbudowa superszybkiej sieci NGA NET-ARN,telekomunikacja i e-usługi,NET-ARN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"1 115 500,00 zł",1115500.0,"1 006 738,75 zł",1006738.75,mazowieckie,płocki,Krajowy Plan Odbudowy i Zwiększania Odporności,5.2. C1.1.1. Zapewnienie dostępu do bardzo szybkiego internetu na obszarach białych plam,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1745826,https://mapadotacji.gov.pl/projekty/1745826/,Modernizacja energetyczna siedziby Miejsko-Gminnego Ośrodka Kultury w Szadku,,Gmina Szadek,"1 240 928,07 zł",1240928.07,"1 005 884,61 zł",1005884.61,łódzkie,zduńskowolski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.6. B1.1.4. Wzmocnienie efektywności energetycznej obiektów lokalnej aktywności społecznej,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735398,https://mapadotacji.gov.pl/projekty/1735398/,Gospodarka obiegu zamkniętego w spółce Sannprofi,ochrona środowiska,„SANNPROFI” SP. Z O.O.,"1 662 300,00 zł",1662300.0,"1 000 630,00 zł",1000630.0,łódzkie,łódzki wschodni,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.13. A2.2.1. Inwestycje we wdrażanie technologii i innowacji środowiskowych, w tym związanych z GOZ",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735390,https://mapadotacji.gov.pl/projekty/1735390/,Budowa specjalistycznej instalacji związanej z GOZ w firmie UNIKOM,ochrona środowiska,UNIKOM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"1 732 655,50 zł",1732655.5,"996 913,30 zł",996913.3,kujawsko-pomorskie,m. Bydgoszcz,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.13. A2.2.1. Inwestycje we wdrażanie technologii i innowacji środowiskowych, w tym związanych z GOZ",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1756522,https://mapadotacji.gov.pl/projekty/1756522/,Eliminacja odpadów produkcyjnych oraz redukcja zapotrzebowania na energię poprzez zakup urządzeń stanowiących składowe linii do produkcji kołder oraz instalacji fotowoltaicznej.,ochrona środowiska,AMW NAWROT SPÓŁKA KOMANDYTOWA,"2 489 200,00 zł",2489200.0,"996 580,00 zł",996580.0,śląskie,tarnogórski,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.13. A2.2.1. Inwestycje we wdrażanie technologii i innowacji środowiskowych, w tym związanych z GOZ",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1757191,https://mapadotacji.gov.pl/projekty/1757191/,Rozbudowa sieci Pionet w powiecie mińskim,telekomunikacja i e-usługi,PIONET Piotr Wielądek,"1 163 500,00 zł",1163500.0,"994 792,50 zł",994792.5,mazowieckie,miński,Krajowy Plan Odbudowy i Zwiększania Odporności,5.2. C1.1.1. Zapewnienie dostępu do bardzo szybkiego internetu na obszarach białych plam,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1756824,https://mapadotacji.gov.pl/projekty/1756824/,Termomodernizacja budynków Szkoły Podstawowej nr 2 im. Królowej Jadwigi,,Gmina Jarocin,"1 096 911,79 zł",1096911.79,"994 742,40 zł",994742.4,wielkopolskie,jarociński,Krajowy Plan Odbudowy i Zwiększania Odporności,3.5. B1.1.3. Termomodernizacja instytucji edukacyjnych,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1745760,https://mapadotacji.gov.pl/projekty/1745760/,Poprawa efektywności energetycznej Szkoły Podstawowej nr 1 im. Adama Borysa w Witkowie,,Gmina i Miasto Witkowo,"1 218 646,14 zł",1218646.14,"990 769,21 zł",990769.21,wielkopolskie,gnieźnieński,Krajowy Plan Odbudowy i Zwiększania Odporności,3.5. B1.1.3. Termomodernizacja instytucji edukacyjnych,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1721403,https://mapadotacji.gov.pl/projekty/1721403/,Wdrożenie wysoce-zautomatyzowanego procesu wytwarzania aktywnych separatorów mgły olejowej dla silników spalinowych w zakładzie Hengst Filtration Poland w Gogolinie,rozwój firm,Hengst Filtration Poland Sp. z o.o.,"19 944 332,94 zł",19944332.94,"987 499,47 zł",987499.47,opolskie,krapkowicki,Krajowy Plan Odbudowy i Zwiększania Odporności,1.11. A2.1.1. Inwestycje wspierające robotyzację i cyfryzację w przedsiębiorstwach,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1757115,https://mapadotacji.gov.pl/projekty/1757115/,Budowa polderu w Jaśkowicach,ochrona środowiska,Gmina Byczyna,"1 261 886,89 zł",1261886.89,"985 981,13 zł",985981.13,opolskie,kluczborski,Krajowy Plan Odbudowy i Zwiększania Odporności,4.12. B3.3.1. Inwestycje w zwiększanie potencjału zrównoważonej gospodarki wodnej na obszarach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1756894,https://mapadotacji.gov.pl/projekty/1756894/,Poprawa efektywności w budynku lokalnej aktywności społecznej w Gminie Lipie,,GMINA LIPIE,"1 493 320,90 zł",1493320.9,"985 450,31 zł",985450.31,śląskie,kłobucki,Krajowy Plan Odbudowy i Zwiększania Odporności,3.6. B1.1.4. Wzmocnienie efektywności energetycznej obiektów lokalnej aktywności społecznej,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1705590,https://mapadotacji.gov.pl/projekty/1705590/,"Objęcie wsparciem ze środków Planu rozwojowego, działania w postaci stypendiów dla studentów kierunku pielęgniarstwo, położnictwo oraz ratownictwo medyczne. Edycja 1, rok akademicki 2022/2023.",nauka i edukacja,Uniwersytet w Siedlcach,"972 000,00 zł",972000.0,"972 000,00 zł",972000.0,mazowieckie,m. Siedlce,Krajowy Plan Odbudowy i Zwiększania Odporności,7.5. D2.1.1. Inwestycje związane z modernizacją i doposażeniem obiektów dydaktycznych w związku ze zwiększeniem limitów przyjęć na studia medyczne,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1705688,https://mapadotacji.gov.pl/projekty/1705688/,"Objęcie wsparciem ze środków Planu rozwojowego działania w postaci stypendiów dla studentów kierunku lekarskiego, lekarsko-dentystycznego, analityka medyczna, fizjoterapia oraz farmacja. Edycja 1, rok akademicki 2022/2023.",nauka i edukacja,Uniwersytet Jana Długosza w Częstochowie,"972 000,00 zł",972000.0,"972 000,00 zł",972000.0,śląskie,częstochowski,Krajowy Plan Odbudowy i Zwiększania Odporności,7.5. D2.1.1. Inwestycje związane z modernizacją i doposażeniem obiektów dydaktycznych w związku ze zwiększeniem limitów przyjęć na studia medyczne,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735702,https://mapadotacji.gov.pl/projekty/1735702/,Głęboka termomodernizacja ośrodków kultury na terenie Gminy Jarosław,,Gmina Jarosław,"1 195 465,43 zł",1195465.43,"968 670,97 zł",968670.97,podkarpackie,jarosławski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.6. B1.1.4. Wzmocnienie efektywności energetycznej obiektów lokalnej aktywności społecznej,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1745537,https://mapadotacji.gov.pl/projekty/1745537/,Wdrożenie technologii środowiskowej związanej z gospodarką o obiegu zamkniętym w Firmie Redon Nakło Sp. z o.o.,ochrona środowiska,Redon Nakło Spółka z ograniczoną odpowiedzialnością,"1 612 500,00 zł",1612500.0,"967 500,00 zł",967500.0,kujawsko-pomorskie,nakielski,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.13. A2.2.1. Inwestycje we wdrażanie technologii i innowacji środowiskowych, w tym związanych z GOZ",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1756830,https://mapadotacji.gov.pl/projekty/1756830/,Termomodernizacja budynków edukacyjnych w Gminie Lipie,,Gmina Lipie,"1 190 907,34 zł",1190907.34,"967 217,35 zł",967217.35,śląskie,kłobucki,Krajowy Plan Odbudowy i Zwiększania Odporności,3.5. B1.1.3. Termomodernizacja instytucji edukacyjnych,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1705539,https://mapadotacji.gov.pl/projekty/1705539/,WSPÓLNA PRZESTRZEŃ - Szkolenia dla pracowników jednostek samorządu terytorialnego i planistów zaangażowanych w opracowywanie dokumentów planowania przestrzennego województwa kujawsko-pomorskiego.,rewitalizacja,SMALLGIS SP Z O.O,"966 400,00 zł",966400.0,"966 400,00 zł",966400.0,kujawsko-pomorskie,,Krajowy Plan Odbudowy i Zwiększania Odporności,1.6. A1.3.1. Wdrożenie reformy planowania i zagospodarowania przestrzennego,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1745849,https://mapadotacji.gov.pl/projekty/1745849/,Modernizacja energetyczna budynku Wiejskiego Domu Kultury w Raciążu,,Tucholski Ośrodek Kultury w Tucholi,"1 366 583,29 zł",1366583.29,"957 316,19 zł",957316.19,kujawsko-pomorskie,tucholski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.6. B1.1.4. Wzmocnienie efektywności energetycznej obiektów lokalnej aktywności społecznej,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735728,https://mapadotacji.gov.pl/projekty/1735728/,Termomodernizacja pięciu obiektów lokalnej aktywności społecznej w Gminie Chodel,,Gmina Chodel,"1 187 477,24 zł",1187477.24,"957 298,55 zł",957298.55,lubelskie,opolski (lubelskie),Krajowy Plan Odbudowy i Zwiększania Odporności,3.6. B1.1.4. Wzmocnienie efektywności energetycznej obiektów lokalnej aktywności społecznej,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1756818,https://mapadotacji.gov.pl/projekty/1756818/,Poprawa efektywności energetycznej budynku Szkoły Podstawowej w Luboszu,,Gmina Kwilcz,"1 165 936,47 zł",1165936.47,"947 915,83 zł",947915.83,wielkopolskie,międzychodzki,Krajowy Plan Odbudowy i Zwiększania Odporności,3.5. B1.1.3. Termomodernizacja instytucji edukacyjnych,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1745815,https://mapadotacji.gov.pl/projekty/1745815/,Poprawa efektywności energetycznej budynku Centrum Sportowo- Rekreacyjnego w Długim Polu,,Cedry Wielkie,"1 171 257,07 zł",1171257.07,"942 241,53 zł",942241.53,pomorskie,gdański,Krajowy Plan Odbudowy i Zwiększania Odporności,3.6. B1.1.4. Wzmocnienie efektywności energetycznej obiektów lokalnej aktywności społecznej,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1756530,https://mapadotacji.gov.pl/projekty/1756530/,"Wdrożenie w firmie SM Team S.C. Marek Kwarciński, Sebastian Szukała technologii środowiskowych związanych z gospodarką o obiegu zamkniętym, których efektem będzie lepsza gospodarka materiałowa",ochrona środowiska,"SM TEAM S.C. Marek Kwarciński, Sebastian Szukała","1 910 054,70 zł",1910054.7,"931 734,00 zł",931734.0,małopolskie,m. Kraków,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.13. A2.2.1. Inwestycje we wdrażanie technologii i innowacji środowiskowych, w tym związanych z GOZ",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1705666,https://mapadotacji.gov.pl/projekty/1705666/,"Objęcie wsparciem ze środków Planu rozwojowego, działania w postaci stypendiów dla studentów kierunku pielęgniarstwo, położnictwo oraz ratownictwo medyczne. Edycja 1, rok akademicki 2022/2023",nauka i edukacja,Akademia Tarnowska,"931 500,00 zł",931500.0,"931 500,00 zł",931500.0,małopolskie,m. Tarnów,Krajowy Plan Odbudowy i Zwiększania Odporności,7.5. D2.1.1. Inwestycje związane z modernizacją i doposażeniem obiektów dydaktycznych w związku ze zwiększeniem limitów przyjęć na studia medyczne,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1705684,https://mapadotacji.gov.pl/projekty/1705684/,"Objęcie wsparciem ze środków Planu rozwojowego działania w postaci stypendiów dla studentów kierunku pielęgniarstwo, położnictwo oraz ratownictwo medyczne. Edycja 1, rok akademicki 2022/2023",nauka i edukacja,Akademia Nauk Stosowanych w Nowym Sączu,"931 500,00 zł",931500.0,"931 500,00 zł",931500.0,małopolskie,m. Nowy Sącz,Krajowy Plan Odbudowy i Zwiększania Odporności,7.5. D2.1.1. Inwestycje związane z modernizacją i doposażeniem obiektów dydaktycznych w związku ze zwiększeniem limitów przyjęć na studia medyczne,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1757319,https://mapadotacji.gov.pl/projekty/1757319/,Sieć szerokopasmowa FTTH w walce z wykluczeniem cyfrowym,telekomunikacja i e-usługi,TELEKOM SYSTEM PRO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"971 500,00 zł",971500.0,"922 925,00 zł",922925.0,lubelskie,mazowieckie,Krajowy Plan Odbudowy i Zwiększania Odporności,5.2. C1.1.1. Zapewnienie dostępu do bardzo szybkiego internetu na obszarach białych plam,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1705527,https://mapadotacji.gov.pl/projekty/1705527/,Szkolenia dla uczestników z województwa pomorskiego w zakresie znowelizowanej ustawy o planowaniu i zagospodarowaniu przestrzennym.,rewitalizacja,Fundacja Rozwoju Demokracji Lokalnej im. Jerzego Regulskiego,"1 018 935,16 zł",1018935.16,"922 257,00 zł",922257.0,pomorskie,,Krajowy Plan Odbudowy i Zwiększania Odporności,1.6. A1.3.1. Wdrożenie reformy planowania i zagospodarowania przestrzennego,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735400,https://mapadotacji.gov.pl/projekty/1735400/,Wdrożenie modelu Gospodarki Obiegu Zamkniętego w przedsiębiorstwie Belvedo Sp. o.o.,ochrona środowiska,Belvedo Sp. z o.o.,"2 020 070,93 zł",2020070.93,"921 831,89 zł",921831.89,wielkopolskie,kępiński,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.13. A2.2.1. Inwestycje we wdrażanie technologii i innowacji środowiskowych, w tym związanych z GOZ",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1745541,https://mapadotacji.gov.pl/projekty/1745541/,Wdrożenie technologii środowiskowej związanej z gospodarką o obiegu zamkniętym w Betonbest Śląsk Sp z o.o.,ochrona środowiska,Betonbest Śląsk Spółka z ograniczoną odpowiedzialnością,"1 842 550,00 zł",1842550.0,"921 275,00 zł",921275.0,śląskie,bielski (śląskie),Krajowy Plan Odbudowy i Zwiększania Odporności,"1.13. A2.2.1. Inwestycje we wdrażanie technologii i innowacji środowiskowych, w tym związanych z GOZ",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1714879,https://mapadotacji.gov.pl/projekty/1714879/,Termomodernizacja świetlicy wiejskiej w miejscowości Żabce,,Gmina Międzyrzec Podlaski,"1 271 284,84 zł",1271284.84,"917 440,60 zł",917440.6,lubelskie,bialski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.6. B1.1.4. Wzmocnienie efektywności energetycznej obiektów lokalnej aktywności społecznej,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735590,https://mapadotacji.gov.pl/projekty/1735590/,Wdrożenie w Wytwórni Pianek Poliuretanowych Sp. z o.o. produkcji pianek z wkładem z recyklingu RE-FLEX oraz wyrobów wykonanych na bazie systemu Biomass Balance,ochrona środowiska,"""WYTWÓRNIA PIANEK POLIURETANOWYCH"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","1 540 050,00 zł",1540050.0,"911 880,00 zł",911880.0,kujawsko-pomorskie,m. Bydgoszcz,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.13. A2.2.1. Inwestycje we wdrażanie technologii i innowacji środowiskowych, w tym związanych z GOZ",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735932,https://mapadotacji.gov.pl/projekty/1735932/,Budowa sieci wodociągowo-kanalizacyjnej w miejscowości Jarocin,ochrona środowiska,Gmina Jarocin,"1 110 251,60 zł",1110251.6,"901 668,29 zł",901668.29,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735528,https://mapadotacji.gov.pl/projekty/1735528/,Transformacja przedsiębiorstwa w firmie MAGI S.C. Maria Zdebska Agnieszka Gomułka w kierunku eliminacji odpadów poprzez działania inwestycyjne,ochrona środowiska,"Firma ""MAGI"" S.C. Maria Zdebska, Agnieszka Gomułka","1 481 600,00 zł",1481600.0,"896 460,00 zł",896460.0,małopolskie,bocheński,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.13. A2.2.1. Inwestycje we wdrażanie technologii i innowacji środowiskowych, w tym związanych z GOZ",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735436,https://mapadotacji.gov.pl/projekty/1735436/,"Wdrażanie technologii wspierającej GOZ w Piekarnictwo-Cukiernictwo Kraina Ciast Tomasz Ratajski, Piotr Ratajaski spółka cywilna.",ochrona środowiska,"Piekarnictwo-Cukiernictwo Kraina Ciast Tomasz Ratajski, Piotr Ratajski spółka cywilna","1 984 949,00 zł",1984949.0,"894 666,50 zł",894666.5,dolnośląskie,karkonoski,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.13. A2.2.1. Inwestycje we wdrażanie technologii i innowacji środowiskowych, w tym związanych z GOZ",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1756563,https://mapadotacji.gov.pl/projekty/1756563/,Zwiększenie innowacyjności i konkurencyjności przedsiębiorstwa TRIO dzięki wdrożeniu modelu Gospodarki Obiegu Zamkniętego,ochrona środowiska,"""TRIO"" Spółka Jawna Krystyna Starczewska i Mirosław Starczewski","1 464 640,00 zł",1464640.0,"890 034,00 zł",890034.0,mazowieckie,ostrowski (mazowieckie),Krajowy Plan Odbudowy i Zwiększania Odporności,"1.13. A2.2.1. Inwestycje we wdrażanie technologii i innowacji środowiskowych, w tym związanych z GOZ",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735558,https://mapadotacji.gov.pl/projekty/1735558/,Transformacja HEAN Opakowania w kierunku Gospodarki Obiegu Zamkniętego (GOZ) poprzez innowacje środowiskowe,ochrona środowiska,HEAN OPAKOWANIA PAWLAK SPÓŁKA JAWNA,"1 490 730,00 zł",1490730.0,"889 938,00 zł",889938.0,zachodniopomorskie,koszaliński,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.13. A2.2.1. Inwestycje we wdrażanie technologii i innowacji środowiskowych, w tym związanych z GOZ",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1691502,https://mapadotacji.gov.pl/projekty/1691502/,Wzmocnienie efektywności energetycznej budynku Domu Kultury w Rytlu,,Gmina Czersk,"1 093 064,45 zł",1093064.45,"887 044,26 zł",887044.26,pomorskie,chojnicki,Krajowy Plan Odbudowy i Zwiększania Odporności,3.6. B1.1.4. Wzmocnienie efektywności energetycznej obiektów lokalnej aktywności społecznej,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735460,https://mapadotacji.gov.pl/projekty/1735460/,Wdrożenie technologii środowiskowych związanych z GOZ do odzysku wód ściekowych i poprocesowych w zakładzie produkcyjnym A-LIMA-BIS.,ochrona środowiska,PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE „A-LIMA-BIS” SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"2 531 050,00 zł",2531050.0,"886 992,50 zł",886992.5,dolnośląskie,górowski,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.13. A2.2.1. Inwestycje we wdrażanie technologii i innowacji środowiskowych, w tym związanych z GOZ",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1745576,https://mapadotacji.gov.pl/projekty/1745576/,Wprowadzenie innowacji w procesie wytwarzania produktów w firmie R-TECHNIQ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ w celu wdrożenia rozwiązań związanych z gospodarką o obiegu zamkniętym,ochrona środowiska,R-TECHNIQ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"1 469 600,00 zł",1469600.0,"881 760,00 zł",881760.0,małopolskie,m. Tarnów,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.13. A2.2.1. Inwestycje we wdrażanie technologii i innowacji środowiskowych, w tym związanych z GOZ",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1684449,https://mapadotacji.gov.pl/projekty/1684449/,Termomodernizacja budynku głównego Chodzieskiego Domu Kultury,,Chodzieski Dom Kultury im. St. Moniuszki w Chodzieży,"1 087 895,00 zł",1087895.0,"880 467,48 zł",880467.48,wielkopolskie,chodzieski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.6. B1.1.4. Wzmocnienie efektywności energetycznej obiektów lokalnej aktywności społecznej,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1721458,https://mapadotacji.gov.pl/projekty/1721458/,Modernizacja energetyczna filii Centrum Kultury Gminy Zambrów w Zagrobach-Zakrzewie,,Gmina Zambrów,"1 082 110,29 zł",1082110.29,"876 764,46 zł",876764.46,podlaskie,zambrowski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.6. B1.1.4. Wzmocnienie efektywności energetycznej obiektów lokalnej aktywności społecznej,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1745787,https://mapadotacji.gov.pl/projekty/1745787/,Poprawa efektywności energetycznej budynku świetlicy wiejskiej w Bągarcie,,Gmina Dzierzgoń,"1 461 066,00 zł",1461066.0,"875 104,74 zł",875104.74,pomorskie,sztumski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.6. B1.1.4. Wzmocnienie efektywności energetycznej obiektów lokalnej aktywności społecznej,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735520,https://mapadotacji.gov.pl/projekty/1735520/,Wdrożenie gospodarki o obiegu zamkniętym w przedsiębiorstwie Paweł Krzynówek Zakład Stolarski,ochrona środowiska,Paweł Krzynówek Zakład Stolarski,"1 443 300,00 zł",1443300.0,"867 230,00 zł",867230.0,małopolskie,krakowski,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.13. A2.2.1. Inwestycje we wdrażanie technologii i innowacji środowiskowych, w tym związanych z GOZ",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1745843,https://mapadotacji.gov.pl/projekty/1745843/,Termomodernizacja świetlicy wiejskiej w Koszwałach,,Gmina Cedry Wielkie,"1 074 931,29 zł",1074931.29,"863 927,87 zł",863927.87,pomorskie,gdański,Krajowy Plan Odbudowy i Zwiększania Odporności,3.6. B1.1.4. Wzmocnienie efektywności energetycznej obiektów lokalnej aktywności społecznej,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1756978,https://mapadotacji.gov.pl/projekty/1756978/,Poprawa efektywności energetycznej Centrum Kultury i Biblioteki Publicznej w Zwierzyńcu,,Centrum Kultury i Biblioteka Publiczna w Zwierzyńcu,"1 209 762,00 zł",1209762.0,"861 546,00 zł",861546.0,lubelskie,zamojski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.6. B1.1.4. Wzmocnienie efektywności energetycznej obiektów lokalnej aktywności społecznej,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735674,https://mapadotacji.gov.pl/projekty/1735674/,Termomodernizacja budynku placówki kultury w Michałowicach,,GMINA LUBSZA,"1 060 638,45 zł",1060638.45,"857 307,69 zł",857307.69,opolskie,brzeski (opolskie),Krajowy Plan Odbudowy i Zwiększania Odporności,3.6. B1.1.4. Wzmocnienie efektywności energetycznej obiektów lokalnej aktywności społecznej,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1691500,https://mapadotacji.gov.pl/projekty/1691500/,Wzmocnienie efektywności energetycznej Domu Kultury w Łęgu,,Gmina Czersk,"1 050 658,81 zł",1050658.81,"856 868,95 zł",856868.95,pomorskie,chojnicki,Krajowy Plan Odbudowy i Zwiększania Odporności,3.6. B1.1.4. Wzmocnienie efektywności energetycznej obiektów lokalnej aktywności społecznej,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735466,https://mapadotacji.gov.pl/projekty/1735466/,Wdrożenie produkcji bannerów wielkoformatowych i flag z przędzy R-PET,ochrona środowiska,FLAGOWA KRAINA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"2 108 700,00 zł",2108700.0,"856 845,00 zł",856845.0,śląskie,wodzisławski,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.13. A2.2.1. Inwestycje we wdrażanie technologii i innowacji środowiskowych, w tym związanych z GOZ",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1757215,https://mapadotacji.gov.pl/projekty/1757215/,Inwestycja w superszybką sieć FTTx SCARNET,telekomunikacja i e-usługi,SCARNET SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"996 500,00 zł",996500.0,"852 007,50 zł",852007.5,świętokrzyskie,skarżyski,Krajowy Plan Odbudowy i Zwiększania Odporności,5.2. C1.1.1. Zapewnienie dostępu do bardzo szybkiego internetu na obszarach białych plam,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1705606,https://mapadotacji.gov.pl/projekty/1705606/,"Objęcie wsparciem ze środków Planu rozwojowego, działania w postaci stypendiów dla studentów kierunków: Pielęgniarstwo, Położnictwo oraz Ratownictwo Medyczne. Edycja 1, rok akademicki 2022/2023",nauka i edukacja,Collegium Witelona Uczelnia Państwowa,"850 500,00 zł",850500.0,"850 500,00 zł",850500.0,dolnośląskie,m. Legnica,Krajowy Plan Odbudowy i Zwiększania Odporności,7.5. D2.1.1. Inwestycje związane z modernizacją i doposażeniem obiektów dydaktycznych w związku ze zwiększeniem limitów przyjęć na studia medyczne,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1687013,https://mapadotacji.gov.pl/projekty/1687013/,Termomodernizacja Miejskiego Ośrodka Kultury w Pelplinie,,Miejski Ośrodek Kultury w Pelplinie,"1 153 210,78 zł",1153210.78,"846 641,91 zł",846641.91,pomorskie,tczewski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.6. B1.1.4. Wzmocnienie efektywności energetycznej obiektów lokalnej aktywności społecznej,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1757299,https://mapadotacji.gov.pl/projekty/1757299/,Rozbudowa sieci szerokopasmowej firmy LEAD-ER,telekomunikacja i e-usługi,LEAD-ER WIKTOR BOROWIECKI,"989 500,00 zł",989500.0,"846 022,50 zł",846022.5,świętokrzyskie,kielecki,Krajowy Plan Odbudowy i Zwiększania Odporności,5.2. C1.1.1. Zapewnienie dostępu do bardzo szybkiego internetu na obszarach białych plam,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
